periodo,codigo_serie,perfil,imp_hist
2025-02,SONDA FOLEY 2 VIAS N° 8,OES,16762.0
2025-02,SONDA FOLEY 2 VIAS N°10,DRO,39000.0
2025-02,SONDA FOLEY 2 VIAS N°10,FAR,5135.12
2025-02,SONDA FOLEY 2 VIAS N°10,IPR,31121.36
2025-02,SONDA FOLEY 2 VIAS N°10,IPU,69045.37670000001
2025-02,SONDA FOLEY 2 VIAS N°10,OES,16762.0
2025-02,SONDA FOLEY 2 VIAS N°12,DRO,78678.0
2025-02,SONDA FOLEY 2 VIAS N°12,FAR,37623.52
2025-02,SONDA FOLEY 2 VIAS N°12,IPR,109757.13650000001
2025-02,SONDA FOLEY 2 VIAS N°12,IPU,24251.898
2025-02,SONDA FOLEY 2 VIAS N°12,OES,16762.0
2025-02,SONDA FOLEY 2 VIAS N°12,OSP,8842.179
2025-02,SONDA FOLEY 2 VIAS N°14,DRO,16608.4
2025-02,SONDA FOLEY 2 VIAS N°14,FAR,65570.98
2025-02,SONDA FOLEY 2 VIAS N°14,IPR,8753.0091
2025-02,SONDA FOLEY 2 VIAS N°14,IPU,203699.41820000001
2025-02,SONDA FOLEY 2 VIAS N°14,OES,16762.0
2025-02,SONDA FOLEY 2 VIAS N°16,FAR,207935.071
2025-02,SONDA FOLEY 2 VIAS N°16,IPR,68543.6
2025-02,SONDA FOLEY 2 VIAS N°16,IPU,236933.57400000002
2025-02,SONDA FOLEY 2 VIAS N°16,OES,30001.18
2025-02,SONDA FOLEY 2 VIAS N°16,OSP,413.64
2025-02,SONDA FOLEY 2 VIAS N°20,DRO,36669.240000000005
2025-02,SONDA FOLEY 2 VIAS N°20,FAR,111486.686
2025-02,SONDA FOLEY 2 VIAS N°20,IPR,78726.55
2025-02,SONDA FOLEY 2 VIAS N°20,IPU,73564.0906
2025-02,SONDA FOLEY 2 VIAS N°20,OES,43581.2
2025-02,SONDA FOLEY 2 VIAS N°22,DRO,7895.2
2025-02,SONDA FOLEY 2 VIAS N°22,FAR,78282.32
2025-02,SONDA FOLEY 2 VIAS N°22,IPR,23674.1
2025-02,SONDA FOLEY 2 VIAS N°22,IPU,2020.9915
2025-02,SONDA FOLEY 2 VIAS N°22,OES,43581.2
2025-02,SONDA FOLEY 2 VIAS N°24,FAR,53399.05
2025-02,SONDA FOLEY 2 VIAS N°24,IPU,29442.5
2025-02,SONDA FOLEY 2 VIAS SILICONA N°14,OES,1676.2
2025-02,SONDA FOLEY 2 VIAS SILICONA N°6,OES,87787.15
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº  8,FAR,40991.54
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº  8,IPR,9486.08
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 10,FAR,58058.770000000004
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 10,IPR,11841.8
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 10,IPU,48110.7
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 12,FAR,98151.006
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 12,IPR,15975.6
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 12,IPU,234828.28660000002
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 16,DRO,123502.0
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 16,FAR,978218.08
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 16,IPR,213368.8515
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 16,OES,7542.8
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 18,DRO,212826.09999999998
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 18,FAR,1541203.115
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 18,IPR,156873.292
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 18,IPU,40824.132
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 18,OES,15085.6
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 20,FAR,250810.78
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 20,IPR,50791.8663
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 22,FAR,278131.5
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 22,IPR,70609.65
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 24,DPM,24605.6
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 24,DRO,71898.0
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 24,FAR,154333.72999999998
2025-02,SONDA FOLEY 2 VIAS SILICONA Nº 24,IPR,6151.4
2025-02,SONDA FOLEY 3 VIAS N°18,DRO,11419.2
2025-02,SONDA FOLEY 3 VIAS N°18,FAR,7782.04
2025-02,SONDA FOLEY 3 VIAS N°18,IPR,64622.8
2025-02,SONDA FOLEY 3 VIAS N°20,FAR,20964.74
2025-02,SONDA FOLEY 3 VIAS N°20,IPR,21060.0
2025-02,SONDA FOLEY 3 VIAS N°22,FAR,10028.880000000001
2025-02,SONDA FOLEY 3 VIAS N°22,IPR,8914.86
2025-02,SONDA FOLEY 3 VIAS N°24,FAR,18132.65
2025-02,SONDA FOLEY 3 VIAS SILICONA Nº 16,DRO,9253.62
2025-02,SONDA FOLEY 3 VIAS SILICONA Nº 16,FAR,72108.8435
2025-02,SONDA FOLEY 3 VIAS SILICONA Nº 16,IPR,37718.272899999996
2025-02,SONDA FOLEY 3 VIAS SILICONA Nº 18,DRO,38060.88
2025-02,SONDA FOLEY 3 VIAS SILICONA Nº 18,FAR,158486.449
2025-02,SONDA FOLEY 3 VIAS SILICONA Nº 18,IPR,145587.3861
2025-02,SONDA FOLEY 3 VIAS SILICONA Nº 20,FAR,103069.43
2025-02,SONDA FOLEY 3 VIAS SILICONA Nº 20,IPR,25479.6273
2025-02,SONDA FOLEY 3 VIAS SILICONA Nº 22,FAR,27247.17
2025-02,SONDA FOLEY 3 VIAS SILICONA Nº 24,FAR,54704.78
2025-02,SONDA FOLEY 3 VIAS SILICONA Nº 24,IPR,22366.7
2025-02,SONDA INTUB.GASTRICA 4MM A 125 T/K9,FAR,670.09
2025-02,SONDA INTUB.GASTRICA 4MM A 125 T/K9,IPR,245948.45
2025-02,SONDA INTUB.GASTRICA 4MM A 125 T/K9,IPU,129696.8
2025-02,SONDA INTUB.GASTRICA 4MM A 125 T/K9,OSP,3249.35
2025-02,SONDA INTUB.GASTRICA 5.3MM A 125 T/K10,FAR,6543.19
2025-02,SONDA INTUB.GASTRICA 5.3MM A 125 T/K10,IPR,121601.9
2025-02,SONDA INTUB.GASTRICA 6MM A 125 T/K11,FAR,4053.23
2025-02,SONDA INTUB.GASTRICA 6MM A 125 T/K11,IPR,25118.6
2025-02,SONDA INTUB.GASTRICA LEVIN  4MM N12 T/K9,DRO,7059.2
2025-02,SONDA INTUB.GASTRICA LEVIN  4MM N12 T/K9,FAR,53072.84
2025-02,SONDA INTUB.GASTRICA LEVIN  4MM N12 T/K9,IPR,65645.95
2025-02,SONDA INTUB.GASTRICA LEVIN  4MM N12 T/K9,IPU,1099036.6
2025-02,SONDA INTUB.GASTRICA LEVIN  4MM N12 T/K9,OSP,22221.723
2025-02,SONDA INTUB.GASTRICA LEVIN  6MM N18 T/K11,DRO,9201.4
2025-02,SONDA INTUB.GASTRICA LEVIN  6MM N18 T/K11,FAR,10984.7
2025-02,SONDA INTUB.GASTRICA LEVIN  6MM N18 T/K11,IPR,319644.87
2025-02,SONDA INTUB.GASTRICA LEVIN  6MM N18 T/K11,IPU,64395.024999999994
2025-02,SONDA INTUB.GASTRICA LEVIN 5.3M N16 T/K10,DRO,8190.9
2025-02,SONDA INTUB.GASTRICA LEVIN 5.3M N16 T/K10,FAR,8200.83
2025-02,SONDA INTUB.GASTRICA LEVIN 5.3M N16 T/K10,IPR,345263.55000000005
2025-02,SONDA INTUB.GASTRICA LEVIN 5.3M N16 T/K10,IPU,976189.15
2025-02,SONDA INTUB.GASTRICA LEVIN 5.3M N16 T/K10,OES,132270.0
2025-02,SONDA NASAL OXIGENO BIGOTERA ADU. XL T/K27 SILICONA,FAR,46695.07
2025-02,SONDA NASAL OXIGENO BIGOTERA ADU. XL T/K27 SILICONA,OES,149692.56
2025-02,SONDA NASAL OXIGENO BIGOTERA ADUL. T/K27,FAR,289100.32
2025-02,SONDA NASAL OXIGENO BIGOTERA ADUL. T/K27,IPR,576563.5
2025-02,SONDA NASAL OXIGENO BIGOTERA ADUL. T/K27,IPU,181974.0
2025-02,SONDA NASAL OXIGENO BIGOTERA ADUL. T/K27,OES,49898.0
2025-02,SONDA NASAL OXIGENO BIGOTERA PED. T/K27,FAR,12112.02
2025-02,SONDA NASAL OXIGENO BIGOTERA PED. T/K27,IPU,21836.8
2025-02,SONDA NASAL OXIGENO BIGOTERA PED. T/K27,OES,33681.0
2025-02,SONDA NASAL OXIGENO BIGOTERA PED. T/K27 SILICONA,IPR,34506.0
2025-02,SONDA NASO PUR T/K108 10F 109CM ENFIT 8884721088E,DRO,6330543.0
2025-02,SONDA NASO PUR T/K108 10F 109CM ENFIT 8884721088E,IPR,2532474.7199999997
2025-02,SONDA NASO PUR T/K108 10F 109CM ENFIT 8884721088E,OES,1236324.02
2025-02,SONDA NASOGAST PEDIAT 9FR SILICONA 392-09 T/K30 [DISC],FAR,399446.07999999996
2025-02,SONDA NASOGAST PEDIAT 9FR SILICONA 392-09 T/K30 [DISC],OES,1110654.0
2025-02,SONDA NASOGASTRICA ADULTO   2.8M T/K30  S-28,DRO,247444.6
2025-02,SONDA NASOGASTRICA ADULTO   2.8M T/K30  S-28,FAR,579390.23
2025-02,SONDA NASOGASTRICA ADULTO   2.8M T/K30  S-28,IPR,460000.5291
2025-02,SONDA NASOGASTRICA ADULTO   2.8M T/K30  S-28,IPU,295721.44
2025-02,SONDA NASOGASTRICA ADULTO   2.8M T/K30  S-28,OES,956880.0
2025-02,SONDA NASOGASTRICA ADULTO   2.8M T/K30  S-28,OSP,342755.158
2025-02,SONDA NASOGASTRICA ADULTO   2.8MM T/K30,DRO,22951.07
2025-02,SONDA NASOGASTRICA ADULTO   2.8MM T/K30,FAR,339747.23
2025-02,SONDA NASOGASTRICA ADULTO   2.8MM T/K30,IPR,205160.19999999998
2025-02,SONDA NASOGASTRICA ADULTO   2.8MM T/K30,IPU,788925.6
2025-02,SONDA NASOGASTRICA ADULTO   2.8MM T/K30,OSP,129657.212
2025-02,SONDA NASOGASTRICA ADULTO   2.8MM T/K30 POLIURET,FAR,8391.6
2025-02,SONDA NASOGASTRICA ADULTO 2.8MM A 110CM T/K30,DRO,93000.0
2025-02,SONDA NASOGASTRICA ADULTO 2.8MM A 110CM T/K30,FAR,8187.599999999999
2025-02,SONDA NASOGASTRICA ADULTO 2.8MM A 110CM T/K30,IPR,176238.95
2025-02,SONDA NASOGASTRICA ADULTO 2.8MM A 110CM T/K30,IPU,630972.9
2025-02,SONDA NASOGASTRICA INFANTES 2.0M T/K33  S-20,FAR,483282.78
2025-02,SONDA NASOGASTRICA INFANTES 2.0M T/K33  S-20,IPR,131946.5
2025-02,SONDA NASOGASTRICA INFANTES 2.0M T/K33  S-20,IPU,357881.98
2025-02,SONDA NASOGASTRICA INFANTES 2.0M T/K33  S-20,OSP,106998.3
2025-02,SONDA NASOGASTRICA INFANTES 2.0M T/K33  S-20,SAN,10912.5
2025-02,SONDA NASOGASTRICA INFANTES 2.0M T/K33 POLIURET,FAR,18532.2
2025-02,SONDA NASOGASTRICA INFANTES 2.3M T/K31,FAR,128006.9
2025-02,SONDA NASOGASTRICA INFANTES 2.3M T/K31,IPR,383516.39
2025-02,SONDA NASOGASTRICA INFANTES 2.3M T/K31,IPU,203690.0
2025-02,SONDA NASOGASTRICA INFANTES 2.3M T/K31,SAN,3758.8
2025-02,SONDA NASOGASTRICA INFANTES 2.3ML A 110CM T/31,IPR,9601.5
2025-02,SONDA NASOGASTRICA PREM.    1.4M T/K35,FAR,9487.5
2025-02,SONDA NASOGASTRICA PREM.    1.4M T/K35,IPR,105522.1
2025-02,SONDA NASOGASTRICA PREM.    1.4M T/K35,IPU,133167.86000000002
2025-02,SONDA NASOGASTRICA PREM.    1.6MM T/K35,FAR,466.34
2025-02,SONDA NASOGASTRICA PREM.    1.6MM T/K35,IPR,4646.25
2025-02,SONDA NASOGASTRICA PREM.    2.0MM T/K33,FAR,4482.0599999999995
2025-02,SONDA NASOGASTRICA PREM. 1.8MM A 45CM T/K35,FAR,244.83
2025-02,SONDA NASOGASTRICA PREM. 1.8MM A 45CM T/K35,IPR,5143.5
2025-02,SONDA NASOGASTRICA PREM. 2.0MM A 45CM T/K33,FAR,11751.64
2025-02,SONDA NASOGASTRICA PREM. 2.0MM A 45CM T/K33,IPR,212364.0
2025-02,SONDA NASOGASTRICA PREM. 2.0MM A 45CM T/K33,IPU,333300.0
2025-02,SONDA NELATON PVC FEM. N°12 T/K93,DRO,281275.0
2025-02,SONDA NELATON PVC FEM. N°12 T/K93,FAR,23430.14
2025-02,SONDA NELATON PVC FEM. N°12 T/K93,IPR,122448.0
2025-02,SONDA NELATON PVC N°  8  T/K92,FAR,88541.31599999999
2025-02,SONDA NELATON PVC N°  8  T/K92,IPR,87230.0
2025-02,SONDA NELATON PVC N° 10  T/K97,DRO,125290.88
2025-02,SONDA NELATON PVC N° 10  T/K97,FAR,332514.7
2025-02,SONDA NELATON PVC N° 10  T/K97,OSP,500349.798
2025-02,SONDA NELATON PVC N° 12  T/K93,DRO,787570.0
2025-02,SONDA NELATON PVC N° 12  T/K93,FAR,2088222.69
2025-02,SONDA NELATON PVC N° 12  T/K93,IPR,69084.0
2025-02,SONDA NELATON PVC N° 12  T/K93,OSP,395187.35
2025-02,SONDA NELATON PVC N° 14  T/K94,DRO,870657.4
2025-02,SONDA NELATON PVC N° 14  T/K94,FAR,366882.04
2025-02,SONDA NELATON PVC N° 14  T/K94,IPR,463270.0
2025-02,SONDA NELATON PVC N° 14  T/K94,OSP,102203.625
2025-02,SONDA NELATON PVC N° 16  T/K95,DRO,112510.0
2025-02,SONDA NELATON PVC N° 16  T/K95,FAR,15363.41
2025-02,SONDA NELATON PVC N° 16  T/K95,IPR,94183.34999999999
2025-02,SONDA NELATON PVC N° 18  T/K96,FAR,118288.86
2025-02,SONDA NELATON PVC N° 18  T/K96,IPU,34837.5
2025-02,SONDA NELATON PVC N°20 (K-98),IPR,0.0
2025-02,SONDA NELATON PVC N°22 (K-99),FAR,1338.86
2025-02,SONDA NELATON SILICONA N° 8 [DISC],FAR,64840.2
2025-02,SONDA NELATON SILICONA N°10 [DISC],FAR,155616.48
2025-02,SONDA OXIGENO/SUC.MUCUS 4M T/K29,DRO,28800.0
2025-02,SONDA OXIGENO/SUC.MUCUS 4M T/K29,FAR,192249.77
2025-02,SONDA OXIGENO/SUC.MUCUS 4M T/K29,IPR,10238.5
2025-02,SONDA OXIGENO/SUC.MUCUS 4M T/K29,IPU,486820.8
2025-02,SONDA OXIGENO/SUC.MUCUS 4M T/K29P C/REG.,DPM,101760.0
2025-02,SONDA OXIGENO/SUC.MUCUS 4M T/K29P C/REG.,DRO,656473.5
2025-02,SONDA OXIGENO/SUC.MUCUS 4M T/K29P C/REG.,FAR,901250.1
2025-02,SONDA OXIGENO/SUC.MUCUS 4M T/K29P C/REG.,IPR,471112.92
2025-02,SONDA OXIGENO/SUC.MUCUS 4ML A 43CM T/K29,DRO,24235.2
2025-02,SONDA OXIGENO/SUC.MUCUS 4ML A 43CM T/K29,IPR,15572.8
2025-02,SONDA OXIGENO/SUC.MUCUS 5M A 43 CM T/K32P,DRO,288985.1
2025-02,SONDA OXIGENO/SUC.MUCUS 5M A 43 CM T/K32P,IPR,863388.0
2025-02,SONDA OXIGENO/SUC.MUCUS 5M T/K32,DRO,1070924.0
2025-02,SONDA OXIGENO/SUC.MUCUS 5M T/K32,FAR,85692.45999999999
2025-02,SONDA OXIGENO/SUC.MUCUS 5M T/K32,IPU,-4774.132
2025-02,SONDA OXIGENO/SUC.MUCUS 5M T/K32P C/REG.,DRO,1777074.0
2025-02,SONDA OXIGENO/SUC.MUCUS 5M T/K32P C/REG.,FAR,151733.16
2025-02,SONDA OXIGENO/SUC.MUCUS 5M T/K32P C/REG.,IPR,938403.0
2025-02,SONDA OXIGENO/SUC.MUCUS 5M T/K32P C/REG.,IPU,195287.1
2025-02,SONDA OXIGENO/SUC.MUCUS 5M T/K32P C/REG.,OES,254500.0
2025-02,SONDA OXIGENO/SUC.MUCUS 5ML A 43CM  T/K32,DRO,30294.0
2025-02,SONDA OXIGENO/SUC.MUCUS 5ML A 43CM  T/K32,FAR,2746.7
2025-02,SONDA OXIGENO/SUC.MUCUS 5ML A 43CM  T/K32,IPR,130111.6
2025-02,SONDA P/ASPIRACION MUCUS 2.3ML A 50CM T/K31P,FAR,80335.47
2025-02,SONDA P/ASPIRACION MUCUS 2.8ML A 50CM T/K30P,FAR,771727.4
2025-02,SONDA P/ASPIRACION MUCUS 2.8ML A 50CM T/K30P,IPR,35641.5
2025-02,SONDA P/ASPIRACION MUCUS T/K28P C/REG.(T/K30P),DRO,189832.0
2025-02,SONDA P/ASPIRACION MUCUS T/K28P C/REG.(T/K30P),FAR,868918.54
2025-02,SONDA P/ASPIRACION MUCUS T/K28P C/REG.(T/K30P),IPR,2022485.7
2025-02,SONDA P/ASPIRACION MUCUS T/K29P C/REG.,FAR,151970.03999999998
2025-02,SONDA P/ASPIRACION MUCUS T/K29P C/REG.,IPR,12069.273
2025-02,SONDA P/ASPIRACION MUCUS T/K29P C/REG.,OSP,11485.905
2025-02,SONDA P/ASPIRACION MUCUS T/K30P C/REG.,DPM,157987.2
2025-02,SONDA P/ASPIRACION MUCUS T/K30P C/REG.,FAR,438786.02
2025-02,SONDA P/ASPIRACION MUCUS T/K30P C/REG.,OSP,38286.35
2025-02,SONDA P/ASPIRACION MUCUS T/K31P C/REG.,FAR,5191.0
2025-02,SONDA P/ASPIRACION MUCUS T/K31P C/REG.,IPR,43258.4
2025-02,SONDA P/ASPIRACION MUCUS T/K31P C/REG.,OSP,38286.35
2025-02,SONDA P/ASPIRACION MUCUS T/K31P C/REG. (SA31),DRO,147666.0
2025-02,SONDA P/ASPIRACION MUCUS T/K31P C/REG. (SA31),FAR,3213.27
2025-02,SONDA P/ASPIRACION MUCUS T/K31P C/REG. (SA31),IPR,77761.0
2025-02,SONDA P/ASPIRACION MUCUS T/K33P C/REG. (SA-33),DRO,60720.0
2025-02,SONDA P/ASPIRACION MUCUS T/K33P C/REG. (SA-33),FAR,350079.92
2025-02,SONDA P/ASPIRACION MUCUS T/K33P C/REG. (SA-33),IPR,71164.5
2025-02,SONDA P/ASPIRACION MUCUS T/K33P C/REG. (SA-33),IPU,2359695.8164999997
2025-02,SONDA P/ASPIRACION MUCUS T/K35P C/REG. (SA35),IPR,47443.0
2025-02,SONDA P/ASPIRACION MUCUS T/K35P C/REG. (SA35),IPU,23359.09
2025-02,SONDA RECTAL PVC N 16 (K41),FAR,26583.0
2025-02,SONDA RECTAL PVC N 22 (K42),DRO,28410.5
2025-02,SONDA RECTAL PVC N 22 (K42),FAR,10674.75
2025-02,SONDA RECTAL PVC N 22 (K42),IPR,169609.5
2025-02,SONDA RECTAL PVC N 26 (K43),FAR,789.9
2025-02,SONDA RECTAL PVC N 26 (K43),IPR,203125.07
2025-02,SONDA RECTAL PVC N 26 (K43),IPU,6485.372
2025-02,SONDA RECTAL PVC N 40 (K44),FAR,3539.9700000000003
2025-02,SONDA RECTAL PVC N 40 (K44),IPR,-9946.8
2025-02,SUCCINILCOLINA 100 MG AMP,DRO,1424082.6
2025-02,SUCCINILCOLINA 100 MG AMP,IPR,41395.4
2025-02,SUJETADOR SONDA NASOGASTR/YEYUNAL 5-18FR COD 9786,DRO,568263.6
2025-02,SUJETADOR SONDA NASOGASTR/YEYUNAL 5-18FR COD 9786,IPR,1510557.0
2025-02,SUJETADOR TUBO ENDOT CHICO A. FAST SLIM  COD 9787,IPR,393075.93000000005
2025-02,SUJETADOR TUBO ENDOTRAQUEAL ANCHOR FAST COD 9799,DRO,844123.6
2025-02,SUJETADOR TUBO ENDOTRAQUEAL ANCHOR FAST COD 9799,IPR,785506.4400000001
2025-02,SUJETADOR TUBO ENDOTRAQUEAL ANCHOR FAST COD 9799,OES,718526.27
2025-02,SULFADIAZINA 500 MG COMP,DRO,96555.0
2025-02,SULFADIAZINA DP + LIDO 1G% X 400 G CREMA,DRO,319038.80000000005
2025-02,SULFADIAZINA DP + LIDO 1G% X 400 G CREMA,FAR,185.0
2025-02,SULFADIAZINA DP + LIDO 1G% X 400 G CREMA,IPR,372115.26
2025-02,SULFADIAZINA DP + LIDO 1G% X 400 G CREMA,IPU,696793.76
2025-02,SULFAMETO. + TRIMETO. (200/40) MG X 100 ML SUSP,IPU,44500.0
2025-02,SULFAMETO. + TRIMETO. (200/40) MG X 100 ML SUSP,OES,43349.0
2025-02,SULFAMETO. + TRIMETO. (400/80) MG AMP,IPU,47110821.0
2025-02,SULFAMETO. + TRIMETO. (400/80) MG AMP,OES,13671633.0
2025-02,SULFATIAZOL 4GR,FAR,298534.08
2025-02,SULFATIAZOL 4GR POLVO,FAR,850436.6
2025-02,SULFATIAZOL 4GR POLVO,IPR,6600.0
2025-02,SULFATO DE MAGNESIO 25% X 5 ML AMP,DRO,80664.0
2025-02,SULFATO DE MAGNESIO 25% X 5 ML AMP,IPR,3369366.0
2025-02,SULFATO DE MAGNESIO 25% X 5 ML AMP,IPU,27647.0
2025-02,SULFATO DE MAGNESIO 25% X 5 ML AMP,OES,120156.0
2025-02,SULFATO FERROSO 12.5% X 20 ML GTS,DRO,3621.03
2025-02,SULFATO FERROSO 12.5% X 20 ML GTS,IPR,121545.25
2025-02,SULFATO FERROSO 200 MG COMP,OES,159600.0
2025-02,SURFACTANTE PULMONAR 120 MG X 4 ML FA,DRO,143082.5
2025-02,SURFACTANTE PULMONAR 120 MG X 4 ML FA,IPR,3807688.38
2025-02,SURFACTANTE PULMONAR 240 MG X 8 ML FA,IPR,258509.78
2025-02,SUTURA    3X  75MM 3TS STERI-STRIP 1540,FAR,618630.1499999999
2025-02,SUTURA    6X  75MM 3TS STERI-STRIP 1541  (DISC),FAR,195298.89999999997
2025-02,SUTURA    6X 100MM 3TS STERI-STRIP 1546,FAR,535333.69
2025-02,SUTURA 12.5X 100MM 3TS STERI-STRIP 1547,DRO,83191.5
2025-02,SUTURA 12.5X 100MM 3TS STERI-STRIP 1547,FAR,276189.07
2025-02,SUTURA 12.5X 100MM 3TS STERI-STRIP 1547,IPR,245805.0
2025-02,SUTURA 12MM X 100MM STRIP,FAR,175611.1
2025-02,SUTURA 12MM X 100MM STRIP,IPR,117713.4
2025-02,SUTURA 6MM X 100MM STRIP,FAR,591615.6
2025-02,SUTURA 6MM X 100MM STRIP,FIN,24876.4299
2025-02,SYRITA KIDS X 10 APOSITO X CAJA,FAR,156600.0
2025-02,SYRITA PIEL X 10 APOSITO,DRO,183090.0
2025-02,SYRITA PIEL X 10 APOSITO,FAR,281430.0
2025-02,SYRITA PIEL X 10 APOSITO,PER,5900.0
2025-02,TACO DE MARCHA MADERA  MEDIANO,FAR,2152.88
2025-02,TACO DE MARCHA MADERA GRANDE,FAR,3085.71
2025-02,TALCO MENTOLADO 100GR,FAR,2405431.6628
2025-02,TALCO MENTOLADO 100GR,IPR,17806.4
2025-02,TALCO MENTOLADO 100GR,PER,1780.64
2025-02,TAMSULOSINA 0.4 MG CAPS,DRO,714546.0
2025-02,TAMSULOSINA 0.4 MG CAPS,IPR,324940.07999999996
2025-02,TAPABOCA HIGIENICO BLACK,FIN,1813.6365
2025-02,TAPABOCA HIGIENICO TRIPLE C/FILT (PACK X3),FAR,16060.36
2025-02,TAPABOCA HIGIENICO TRIPLE C/FILT (PACK X3) BLACK,FAR,0.0
2025-02,TAPON OIDO ADULTO,DRO,25417.1
2025-02,TAPON OIDO ADULTO,FAR,1037047.922
2025-02,TAPON OIDO ADULTO,FIN,17568.2976
2025-02,TAPON OIDO AMASABLE,DRO,51125.16
2025-02,TAPON OIDO AMASABLE,FAR,1761057.593
2025-02,TAPON OIDO AMASABLE,FIN,34046.1738
2025-02,TAPON OIDO PEDIATRICO,DRO,25417.1
2025-02,TAPON OIDO PEDIATRICO,FAR,1025305.22
2025-02,TAPON OIDO PEDIATRICO,IPR,81334.72
2025-02,TELA AD.  1.25 CM X 9 M MICROPORE RAC 1535-0,FAR,24915.23
2025-02,TELA AD.  1.25 CM X 9 M MICROPORE ROLLO 1530-0,DRO,62241.76
2025-02,TELA AD.  1.25 CM X 9 M MICROPORE ROLLO 1530-0,FAR,1336051.4
2025-02,TELA AD.  2.50 CM X 9 M MICROPORE ROLLO 1530-1,FAR,2334569.25
2025-02,TELA AD.  2.50 CM X 9 M MICROPORE ROLLO 1530-1,IPR,433562.4
2025-02,TELA AD.  2.50 CM X 9.00 M TRANSP ROLLO EST. NEXC,FIN,7037.2149
2025-02,TELA AD.  5.00 CM X 5 M MICROFOAM ROLLO 1528-2,FAR,184922.49
2025-02,TELA AD.  5.00 CM X 9 M TRANSPORE ROLLO 1527-2,FAR,83048.45000000001
2025-02,TELA AD.  5.00 CM X 9 M TRANSPORE ROLLO 1527-2,IPR,995692.5
2025-02,TELA AD.  5.00 CM X 9.00 M DURAPORE ROLLO 1538-2,FAR,147518.16
2025-02,TELA AD.  5.00 CM X 9.00 M MEDIPORE H 2862 ROLLO,FAR,139017.86
2025-02,TELA AD.  5.00 CM X 9.00 M MICROPORE ROLLO 1530-2,FAR,1158353.48
2025-02,TELA AD.  5.00 CM X 9.00 M MICROPORE ROLLO 1530-2,IPR,176764.2
2025-02,TELA AD.  5.00 CM X 9.00 M MICROPORE ROLLO 1530-2,IPU,11400765.0
2025-02,TELA AD.  5.00 CM X 9.00 M MICROPORE ROLLO 1530-2,OES,241372.8
2025-02,TELA AD.  5.00 CM X 9.00 M TRANSP ROLLO EST. NEXC,FAR,391617.01
2025-02,TELA AD.  5.00 CM X 9.00 M TRANSP ROLLO EST. NEXC,FIN,13937.9752
2025-02,TELA AD. 1.25 CM X 2.00 M O.ZINC CARRETE N3,FAR,31927.5
2025-02,TELA AD. 1.25 CM X 2.00 M O.ZINC ROLLO,FAR,84253.31
2025-02,TELA AD. 1.25 CM X 2.00 M O.ZINC ROLLO,PER,654.14
2025-02,TELA AD. 1.25 CM X 4.00 M CARRETE,DRO,3007.5
2025-02,TELA AD. 1.25 CM X 4.00 M CARRETE,FAR,333982.63
2025-02,TELA AD. 1.25 CM X 4.00 M CARRETE,FIN,3912.2232
2025-02,TELA AD. 1.25 CM X 4.00 M O.ZINC CARRETE N°5,FAR,156338.1
2025-02,TELA AD. 1.25 CM X 4.00 M O.ZINC ROLLO,FAR,185848.07
2025-02,TELA AD. 1.25 CM X 9.00 M MICROP. PAPEL ROLLO RAC,FAR,122470.98
2025-02,TELA AD. 1.25 CM X 9.00 M MICROP.PAPEL RAC,FAR,1237947.36
2025-02,TELA AD. 1.25 CM X 9.00 M MICROP.PAPEL RAC,FIN,17287.0832
2025-02,TELA AD. 1.25 CM X 9.00 M MICROP.PAPEL RAC(DISC),FAR,37543.39
2025-02,TELA AD. 1.25 CM X 9.00 M MICROP.PAPEL ROLLO,DRO,22534.8
2025-02,TELA AD. 1.25 CM X 9.00 M MICROP.PAPEL ROLLO,FAR,274421.58
2025-02,TELA AD. 1.25 CM X 9.00 M TRANSP ROLLO EST. NEXC,FAR,33876.4
2025-02,TELA AD. 1.25 CM X 9.00 M TRANSP ROLLO EST. NEXC,FIN,5471.686
2025-02,TELA AD. 1.25 CM X 9.00 M TRANSP.PLAST.ROLLO,DRO,1519.19
