periodo,codigo_serie,perfil,imp_hist
2025-05,CLOTRIMAZOL 1 GR/100 GR X 20 GR CREMA,DRO,72323.52
2025-05,CLOTRIMAZOL 1 GR/100 GR X 20 GR CREMA,IPU,75789.0
2025-05,CODEINA + GLICERIL. ETER X 100 ML JBE (CODELASA),DRO,1473858.0
2025-05,CODEINA + GLICERIL. ETER X 100 ML JBE (CODELASA),IPR,2832553.3
2025-05,COFIA 20GRS BLANCA C/AJUSTE ELASTIZADO,COM,7735.0
2025-05,COFIA 20GRS BLANCA C/AJUSTE ELASTIZADO,DRO,246985.57
2025-05,COFIA 20GRS BLANCA C/AJUSTE ELASTIZADO,FAR,118461.55
2025-05,COFIA 20GRS BLANCA C/AJUSTE ELASTIZADO,IPR,554480.0
2025-05,COFIA 20GRS BLANCA C/AJUSTE ELASTIZADO,IPU,2536091.6685
2025-05,COFIA 20GRS BLANCA C/AJUSTE ELASTIZADO,OES,1375436.8
2025-05,COFIA 20GRS BLANCA C/AJUSTE ELASTIZADO (COV),FAR,160740.1
2025-05,COLECALCIFEROL (VITAMINA D3) 2.5 MG / 2 ML,OES,94896.3
2025-05,COLECTOR DRENAJE HERIDAS/FISTULA HIDROCOL COD 9776,OES,624594.54
2025-05,COLECTOR ORINA PEDIATRICO 12HS K50,DRO,45783.9
2025-05,COLECTOR ORINA PEDIATRICO 12HS K50,FAR,378627.30480000004
2025-05,COLECTOR ORINA PEDIATRICO 12HS K50,IPR,18196.6
2025-05,COLECTOR ORINA PEDIATRICO 24HS,DRO,49997.5
2025-05,COLECTOR ORINA PEDIATRICO 24HS,FAR,204039.822
2025-05,COLECTOR ORINA PEDIATRICO 24HS,IPR,49462.5
2025-05,COLECTOR ORINA PEDIATRICO 24HS,OES,552979.5
2025-05,COLISTINA 100 MG X 2 ML AMP,DRO,1229997.0
2025-05,COLISTINA 100 MG X 2 ML AMP,IPR,18795934.46
2025-05,COLISTINA 100 MG X 2 ML AMP,IPU,27577534.7
2025-05,COLISTINA 100 MG X 2 ML AMP,OSU,1885060.0
2025-05,COLLAR T/FILADELFIA CHICO,DRO,37999.54
2025-05,COLLAR T/FILADELFIA CHICO,FAR,149234.66999999998
2025-05,COLLAR T/FILADELFIA CHICO,IPR,36618.49
2025-05,COLLAR T/FILADELFIA EXTRA GRANDE,FAR,38105.75
2025-05,COLLAR T/FILADELFIA EXTRA GRANDE,IPR,66624.49
2025-05,COLLAR T/FILADELFIA GRANDE,DRO,14650.42
2025-05,COLLAR T/FILADELFIA GRANDE,FAR,367740.2
2025-05,COLLAR T/FILADELFIA GRANDE,IPR,192366.85
2025-05,COLLAR T/FILADELFIA MEDIANO,DRO,14650.42
2025-05,COLLAR T/FILADELFIA MEDIANO,FAR,658018.12
2025-05,COLLAR T/FILADELFIA MEDIANO,IPR,257683.03
2025-05,COLLAR T/FILADELFIA PEDIATRICO,DRO,31132.16
2025-05,COLLAR T/FILADELFIA PEDIATRICO,IPR,21169.86
2025-05,COLLAR T/FILADELFIA PEDIATRICO,IPU,0.0
2025-05,COLLARIN P/CANULA TRAQUEOTOMIA,DRO,53204.6
2025-05,COLLARIN P/CANULA TRAQUEOTOMIA,FAR,517599.86699999997
2025-05,COLLARIN P/CANULA TRAQUEOTOMIA,IPR,359721.6
2025-05,COLLARIN P/CANULA TRAQUEOTOMIA,IPU,253843.2
2025-05,COMPLEJO PROTROMBINICO 500 UI AMP (BERIPLEX),IPU,8110881.8
2025-05,COMPRESA 0.90 X 0.90 SMS 45GRS AZUL DOBL QUIR,OES,7800000.0
2025-05,COMPRESA 1.50 X 2.50 SMS 45GRS AZUL DOBL QUIR,OES,9529520.0
2025-05,COMPRESA GASA 40X40 GRANEL RX Y COLA,FAR,1312000.0
2025-05,CONECTOR DE TRANSICION ENFIT (XSD 6601K),DPM,47.0
2025-05,CONECTOR DE TRANSICION ENFIT (XSD 6601K),DRO,162.0
2025-05,CONECTOR DE TRANSICION ENFIT (XSD 6601K),IPR,48642.13
2025-05,CONECTOR DE TRANSICION ENFIT (XSD 6601K),IPU,4.2
2025-05,CONTR. ACEITE ADORMIDERA 48G% X 10 ML AMP (LIPIODOL),OSP,1669258.19
2025-05,CONTR. GADOPENTATO DIMEGLUMINA X 15 ML FA (VIEWGAM),IPR,1034137.5
2025-05,CONTR. GADOPENTATO DIMEGLUMINA X 15 ML FA (VIEWGAM),IPU,4717155.3
2025-05,CONTR. IOBITRIDOL 350 MG X 50 ML FA (XENETIX 350),DRO,4100959.0
2025-05,CONTR. IOBITRIDOL 350 MG X 50 ML FA (XENETIX 350),IPU,100260218.56
2025-05,CONTR. IOPAMIDOL 300 MG X 100 ML AMP (IOPAMIRON),DRO,7009288.0
2025-05,CONTR. IOPAMIDOL 300 MG X 50 ML AMP (IOPAMIRON),IPU,4114024.6799999997
2025-05,CONTR. IOPAMIDOL 370 MG X 50 ML AMP (IOPAMIRON),IPU,-416000.0
2025-05,CONTR. MEGLUMINA DIATRIZOATO 50 MG X 50 ML AMP (TRIYOSOM),IPR,12217116.66
2025-05,CONTR. MEGLUMINA DIATRIZOATO 50 MG X 50 ML AMP (TRIYOSOM),IPU,1084337.4
2025-05,CONTR. MEGLUMINA DIATRIZOATO 76 MG X 25 ML FA (TRIYOSOM ),IPU,7309608.0
2025-05,CONTR. SULFEAR ORAL 340 GRS EFERVESCENTE,IPR,1113750.0
2025-05,COPITA LAVA OJOS LISFAR X 5U.,FAR,52314.82000000001
2025-05,CREMA BASE HIDROSOLUBLE X 1 KG,FAR,342590.18
2025-05,CREMA DE BISMUTO X 90 ML SUSP,IPU,105266.0
2025-05,CREMA DE BISMUTO X 90 ML SUSP SABOR FRAMBUESA,DRO,67238.88
2025-05,CREMA DE BISMUTO X 90 ML SUSP SABOR FRAMBUESA,IPR,439055.47000000003
2025-05,CUBRE CAMILLA HEMORREPELENTE 200X90 CM 20G AZUL,FAR,128146.85
2025-05,CUBRE CAMILLA HEMORREPELENTE 200X90 CM 20G BLANCA,FAR,98574.5
2025-05,CUBRE CAMILLA HEMORREPELENTE 200X90 CM 20G BLANCA (COV),FAR,10149.0
2025-05,CUBRE CAMILLA HEMORREPELENTE 200X90 CM 30G BLANCA,FAR,51531.25
2025-05,CUBRE CAMILLA HEMORREPELENTE 200X90 CM 30G BLANCA,IPR,72172.0
2025-05,CUBRE CAMILLA PVC ELASTIZADA (0.60 X 1.80),FAR,49618.9
2025-05,CUBRE CAMILLA PVC ELASTIZADA (0.60 X 1.80),IPR,85767.0
2025-05,CUBRE CHATAS DESCARTABLE,DRO,17804.7
2025-05,CUBRE INODORO PVC,FAR,684.56
2025-05,CUBRECOLCHON 1 PLAZA,FAR,173990.65
2025-05,CUBRECOLCHON 2 PLAZAS,FAR,237723.26
2025-05,DAPTOMICINA 500 MG AMP,IPU,6145649.7
2025-05,DEDOS DE GOMA LISFAR N1,DPM,6726.75
2025-05,DEDOS DE GOMA LISFAR N1,FAR,32221.149999999998
2025-05,DEDOS DE GOMA LISFAR N3,DPM,28296.4
2025-05,DEDOS DE GOMA LISFAR N3,FAR,65152.5
2025-05,DEDOS DE GOMA LISFAR N6,DPM,14096.0
2025-05,DEDOS DE GOMA LISFAR N6,FAR,76558.9
2025-05,DELANTAL P/UROLOGIA RTU TIPO BRISCOT F-350,IPR,2808457.8400000003
2025-05,DESCART. P/AMPOLLA Y VIDRIO 4.8 L AMARILLO,DRO,44556.8
2025-05,DESCART. P/AMPOLLA Y VIDRIO 4.8 L AMARILLO,IPR,312699.2
2025-05,DESCART. P/AMPOLLA Y VIDRIO 8L AMARILLO,IPR,248523.24
2025-05,DESCART. P/AMPOLLA Y VIDRIO AMARILLO 11L,DRO,720658.52
2025-05,DESCART. P/AMPOLLA Y VIDRIO AMARILLO 11L,IPR,79452.3
2025-05,DESCART. P/AMPOLLA Y VIDRIO X 4LT,IPR,264293.5536
2025-05,DESCART. PUNZ. POLIP. RECUPER.  1L,DRO,389721.6
2025-05,DESCART. PUNZ. POLIP. RECUPER.  1L,FAR,99269.7
2025-05,DESCART. PUNZ. POLIP. RECUPER.  1L,IPR,1020594.6
2025-05,DESCART. PUNZ. POLIP. RECUPER.  2L,DRO,513268.0
2025-05,DESCART. PUNZ. POLIP. RECUPER.  2L,IPR,506878.028
2025-05,DESCART. PUNZ. POLIP. RECUPER.  2L,OES,4727017.11
2025-05,DESCART. PUNZ. POLIP. RECUPER.  4L,DPM,124200.0
2025-05,DESCART. PUNZ. POLIP. RECUPER.  4L,DRO,454589.60000000003
2025-05,DESCART. PUNZ. POLIP. RECUPER.  4L,IPR,1193894.2
2025-05,DESCART. PUNZ. POLIP. RECUPER.  7L (DISCONTINUADO),DRO,1957298.16
2025-05,DESCART. PUNZ. POLIP. RECUPER.  7L (DISCONTINUADO),IPR,303669.6
2025-05,DESCART. PUNZ. POLIP. RECUPER. 1.4L NEGRO,DRO,34821.6
2025-05,DESCART. PUNZ. POLIP. RECUPER. 1.4L NEGRO,FAR,0.0
2025-05,DESCART. PUNZ. POLIP. RECUPER. 1.4L NEGRO,IPR,488760.19999999995
2025-05,DESCART. PUNZ. POLIP. RECUPER. 2.2L NEGRO,DRO,1743846.4
2025-05,DESCART. PUNZ. POLIP. RECUPER. 2.2L NEGRO,FAR,42917.01
2025-05,DESCART. PUNZ. POLIP. RECUPER. 2.2L NEGRO,IPR,983825.3
2025-05,DESCART. PUNZ. POLIP. RECUPER. 2.5L,IPR,145411.2
2025-05,DESCART. PUNZ. POLIP. RECUPER. 4.8 L NEGRO,DRO,498492.0
2025-05,DESCART. PUNZ. POLIP. RECUPER. 4.8 L NEGRO,IPR,1018438.15
2025-05,DESCART. PUNZ. POLIP. RECUPER. 4L,IPR,790544.0
2025-05,DESCART. PUNZ. POLIP. RECUPER. 7L,DRO,84150.0
2025-05,DESCART. PUNZ. POLIP. RECUPER. 7L,IPR,1490896.5
2025-05,DESCART. PUNZ. POLIP. RECUPER. 8L NEGRO,DRO,1090590.0
2025-05,DESCART. PUNZ. POLIP. RECUPER. 8L NEGRO,IPR,221923.0
2025-05,DESCART. PUNZ. POLIP. VIRGEN   1L,DRO,580341.0
2025-05,DESCART. PUNZ. POLIP. VIRGEN   2L,IPR,1544205.0
2025-05,DESCART. PUNZ. POLIP. VIRGEN   2L,OES,2168030.89
2025-05,DESCART. PUNZ. POLIP. VIRGEN   4L,DRO,54792.6
2025-05,DESCART. PUNZ. POLIP. VIRGEN   4L,IPR,2948101.0
2025-05,DESCART. PUNZ. POLIP. VIRGEN 1.4L ROJO,IPR,77518.4
2025-05,DESCART. PUNZ. POLIP. VIRGEN 2.2L ROJO,IPR,50416.4
2025-05,DESCART. PUNZ. POLIP. VIRGEN 2.2L ROJO,IPU,2282132.2292
2025-05,DESCART. PUNZ. POLIP. VIRGEN 2.2L ROJO,OES,1066244.7
2025-05,DESCART. PUNZ. POLIP. VIRGEN 4.8L ROJO,IPU,1414547.9335
2025-05,DESCART. PUNZ. POLIP. VIRGEN 4L,IPR,339500.4
2025-05,DESCART. PUNZ. POLIP. VIRGEN 7L,IPR,523878.0
2025-05,DESINFECTANTE AC.PERACÉTICO ANIOXYDE 1000 5L,IPU,1248650.4792
2025-05,DESINFECTANTE ESTER. GLUTARALD. C/SURF. 28D 1 L,FAR,14943.36
2025-05,DESINFECTANTE ESTER. GLUTARALD. C/SURF. 28D 1 L,IPR,8654.86
2025-05,DESINFECTANTE ESTER. GLUTARALD. C/SURF. 28D 4 L,IPR,424803.17000000004
2025-05,DESINFECTANTE ESTER. GLUTARALD. S/SURF. 14D 4 L,IPR,124104.62
2025-05,DESINFECTANTE ORTOFTALALDEHIDO OPASTER 5L,IPR,1275379.8399999999
2025-05,DESMOPRESINA ACETATO 4 MCG/ML AMP,OES,126022.0
2025-05,DESODORANTE LUBRIC ADAPT BOTELLA 236 ML COD 78500,FAR,11767.79
2025-05,DETERGENTE LIMP.DESINFEC ESPUMA 750ML SURFASAFE PREMIUM,IPU,146263.4048
2025-05,DETERGENTE MULTIENZIMATICO 1 L,DRO,24699.1
2025-05,DETERGENTE MULTIENZIMATICO 1 L,FAR,27132.68
2025-05,DETERGENTE MULTIENZIMATICO 1 L,IPR,483408.15
2025-05,DETERGENTE MULTIENZIMATICO 5 L,IPR,613037.8200000001
2025-05,DETERGENTE PENTAENZIMATICO ANIOZYME SYNERGY 5 5L,IPR,80339.26
2025-05,DETERGENTE TRIENZIMATICO ANIOZYME DLT PLUS 1L,DRO,19956.09
2025-05,DETERGENTE TRIENZIMATICO ANIOZYME DLT PLUS 5L,FAR,91091.59
2025-05,DETERMINE HBSAG 2,IPR,305074.0
2025-05,DETERMINE HBSAG 2,IPU,7933884.4
2025-05,DETERMINE HIV EARLY DETECT,IPR,734104.0
2025-05,DETERMINE HIV EARLY DETECT,IPU,28000000.0
2025-05,DETERMINE HIV-1/2,IPR,1616466.0
2025-05,DETERMINE SIFILIS,IPU,17768595.0
2025-05,DEXAMETASONA 4 MG COMP,DRO,566829.99
2025-05,DEXAMETASONA 4 MG COMP,IPR,503345.11
2025-05,DEXAMETASONA 4 MG COMP,IPU,50104.0
2025-05,DEXAMETASONA 8 MG COMP,DRO,2487030.0
2025-05,DEXAMETASONA 8 MG COMP,IPR,31929.6
2025-05,DEXAMETASONA 8 MG COMP,IPU,165924.0
2025-05,DEXAMETASONA 8 MG X 2 ML AMP,DRO,12382322.0
2025-05,DEXAMETASONA 8 MG X 2 ML AMP,IPR,4682794.0
2025-05,DEXAMETASONA 8 MG X 2 ML AMP,IPU,2012594.0
2025-05,DEXAMETASONA 8 MG X 2 ML AMP,OES,9225525.0
2025-05,DEXMEDETOMIDINA 100 MCG/ML X 2 ML AMP,DRO,32670.0
2025-05,DEXMEDETOMIDINA 100 MCG/ML X 2 ML AMP,IPR,1877732.6
2025-05,DEXMEDETOMIDINA 100 MCG/ML X 2 ML AMP,IPU,1176716.4
2025-05,DIADERMINA FNA VII 100GR  (DISC),FAR,236078.18
2025-05,DIADERMINA FNA VII POTE 50 GRS,FAR,138647.05
2025-05,DIAZEPAM 10 MG X 2 ML AMP,DRO,4103935.0
2025-05,DIAZEPAM 10 MG X 2 ML AMP,IPR,851947.0
2025-05,DIAZEPAM 10 MG X 2 ML AMP,IPU,476396.0
2025-05,DIAZEPAM 10 MG X 2 ML AMP,OES,390516.0
2025-05,DICLOFENAC + PRIDINOL (50/4) MG COMP,DRO,10146.6
2025-05,DICLOFENAC + PRIDINOL (50/4) MG COMP,IPR,17104.5
2025-05,DICLOFENAC 75 MG COMP,IPU,385782.0
2025-05,DICLOFENAC 75 MG X 3 ML AMP,DRO,26151119.0
2025-05,DICLOFENAC 75 MG X 3 ML AMP,FAR,828182.0
2025-05,DICLOFENAC 75 MG X 3 ML AMP,IPR,4861285.0
2025-05,DICLOFENAC 75 MG X 3 ML AMP,IPU,3388641.6799999997
2025-05,DICLOFENAC 75 MG X 3 ML AMP,OES,2986013.0
2025-05,DICLOFENAC POTASICO 75 MG COMP,DRO,93320.0
2025-05,DIFENHIDRAMINA 10 MG X 1 ML AMP,DRO,694499.99
2025-05,DIFENHIDRAMINA 10 MG X 1 ML AMP,IPR,333400.0
2025-05,DIFENHIDRAMINA 10 MG X 1 ML AMP,IPU,75000.0
2025-05,DIFENHIDRAMINA 10 MG X 1 ML AMP,OES,3196920.0
2025-05,DIFENHIDRAMINA 250 MG/100 ML X 120 ML JAR,DRO,8771.94
2025-05,DIFENHIDRAMINA 250 MG/100 ML X 120 ML JAR,IPR,85554.98999999999
2025-05,DIFENHIDRAMINA 250 MG/100 ML X 120 ML JAR,IPU,859991.0
2025-05,DIFENHIDRAMINA 50 MG COMP,DRO,1360698.0
2025-05,DIFENHIDRAMINA 50 MG COMP,IPR,27116.0
2025-05,DIFENHIDRAMINA 50 MG COMP,IPU,24000.0
2025-05,DIFENHIDRAMINA 50 MG COMP,OES,38250.0
2025-05,DIGOXINA 0.25 MG X 1 ML AMP,DRO,205586.0
2025-05,DIGOXINA 0.25 MG X 1 ML AMP,IPR,274034.0
2025-05,DIGOXINA 0.25 MG X 1 ML AMP,IPU,120698.0
2025-05,DIGOXINA 0.25 MG X 1 ML AMP,OES,116276.0
2025-05,DINOPROSTONA 10 MG SOBRE,IPU,5341204.8
2025-05,DIPIRONA 1 G X 2 ML AMP,DRO,28341457.0
2025-05,DIPIRONA 1 G X 2 ML AMP,FAR,444070.0
2025-05,DIPIRONA 1 G X 2 ML AMP,IPR,11011855.0
2025-05,DIPIRONA 1 G X 2 ML AMP,IPU,6330259.6
2025-05,DIPIRONA 1 G X 2 ML AMP,OES,12582332.0
2025-05,DISPOSITIVO INTRAUTERINO CU 380 SAFE LOAD,IPU,17416571.4
2025-05,DIVALPROATO DE SODIO 500 MG COMP,IPR,56907.0
2025-05,DOBUTAMINA CLORHIDRATO 250 MG X 20 ML AMP,IPR,339192.5
2025-05,DOBUTAMINA CLORHIDRATO 250 MG X 20 ML AMP,OES,2310342.0
2025-05,DOMPERIDONA 2% X 20 ML GOTAS,IPR,10876.25
2025-05,DOMPERIDONA 2% X 20 ML GOTAS,IPU,23325.1
2025-05,DOPAMINA 200 MG X 5 ML AMP,DRO,296664.0
2025-05,DOPAMINA 200 MG X 5 ML AMP,IPR,496152.0
2025-05,DRENAJE RX T/JACKSON-PRATT 2X4.5X200MM 4/4 PERF.,IPR,675795.6
2025-05,DRENAJE RX T/JACKSON-PRATT 3X7X200MM 4/4 PERF.,IPR,424842.5
2025-05,DRENAJE RX T/JACKSON-PRATT 7MM X 3.2MM,DPM,215900.0
2025-05,DRENAJE RX T/JACKSON-PRATT 7MM X 3.2MM,OES,330200.0
2025-05,DULOXETINA 30 MG COMP,IPR,280872.0
2025-05,ELECTRODO ADULTO C/GEL MEDI-TRACE 200,DPM,278510.0
2025-05,ELECTRODO ADULTO C/GEL MEDI-TRACE 200,DRO,7417030.0
2025-05,ELECTRODO ADULTO C/GEL MEDI-TRACE 200,FAR,388995.94999999995
2025-05,ELECTRODO ADULTO C/GEL MEDI-TRACE 200,IPR,16064522.0431
2025-05,ELECTRODO ADULTO C/GEL MEDI-TRACE 200,IPU,905838.1807
2025-05,ELECTRODO ADULTO C/GEL MEDI-TRACE 200,OES,2097686.0
2025-05,ELECTRODO ADULTO C/GEL MEDI-TRACE 300 (22300),DPM,1045000.0
2025-05,ELECTRODO ADULTO C/GEL MEDI-TRACE 300 (22300),DRO,534480.0
2025-05,ELECTRODO ADULTO C/GEL MEDI-TRACE 300 (22300),IPR,250170.0
2025-05,ELECTRODO ADULTO C/GEL MEDI-TRACE 300 (22300),OSP,192540.0
2025-05,ELECTRODO ADULTO P/RX RT600 (40000013),IPR,3482490.0
2025-05,ELECTRODO PEDIAT C/GEL MEDI-TRACE 100,DRO,120980.0
2025-05,ELECTRODO PEDIAT C/GEL MEDI-TRACE 100,IPR,800240.0
2025-05,ELECTRODO PEDIAT C/GEL MEDI-TRACE 100,IPU,151481.1576
2025-05,ENALAPRIL 10 MG COMP,DRO,11155.5
2025-05,ENOXAPARINA 100 MG X 1 ML JER PRELL,IPR,7279999.2
2025-05,ENOXAPARINA 40 MG X 0.40 ML JER PRELL,DRO,1651762.8
2025-05,ENOXAPARINA 40 MG X 0.40 ML JER PRELL,IPR,34891607.0
2025-05,ENOXAPARINA 40 MG X 0.40 ML JER PRELL,IPU,30685686.8
2025-05,ENOXAPARINA 40 MG X 0.40 ML JER PRELL,OES,7305876.0
2025-05,ENOXAPARINA 40 MG X 0.40 ML JER PRELL,OSU,781425.0
2025-05,ENOXAPARINA 60 MG X 0.60 ML JER PRELL,DRO,249415.4
2025-05,ENOXAPARINA 60 MG X 0.60 ML JER PRELL,IPR,28734925.9
2025-05,ENOXAPARINA 60 MG X 0.60 ML JER PRELL,IPU,41299510.0
2025-05,ENOXAPARINA 60 MG X 0.60 ML JER PRELL,OES,20141872.0
2025-05,ENOXAPARINA 60 MG X 0.60 ML JER PRELL,OSU,787950.0
2025-05,ENOXAPARINA 80 MG X 0.80 ML JER PRELL,DRO,205000.0
2025-05,ENOXAPARINA 80 MG X 0.80 ML JER PRELL,IPR,32339853.0
2025-05,ENOXAPARINA 80 MG X 0.80 ML JER PRELL,IPU,376743.9
2025-05,ENOXAPARINA 80 MG X 0.80 ML JER PRELL,OES,25558226.0
2025-05,ENOXAPARINA 80 MG X 0.80 ML JER PRELL,OSU,1245000.0
2025-05,EQUIP ADM SOLUC MACROG S/AG T/V14 C/ROL POUCH LATEX FREE(DIS,FAR,13804.0
2025-05,EQUIPO - BOMBA NUTRICION ENTERAL EPUMP (482400J),DRO,850113.93
2025-05,EQUIPO - SISTEMA DE COMPRESION SCD700,DPM,2552338.0
2025-05,EQUIPO - SISTEMA DE COMPRESION SCD700,IPR,1152837.57
2025-05,EQUIPO ADM NUTRI ENT BOMB EPUMP (674655),DPM,344595.6
2025-05,EQUIPO ADM NUTRI ENT BOMB EPUMP (674655),DRO,1747389.6
2025-05,EQUIPO ADM NUTRI ENT BOMB K924 (674626),COM,142817.4
2025-05,EQUIPO ADM NUTRI ENT BOMB K924 (674626),DRO,60113.4
2025-05,EQUIPO ADM SOLUC MACROG C/A T/V13 C/ROL LATEX FREE,DRO,1015728.0
2025-05,EQUIPO ADM SOLUC MACROG C/A T/V13 C/ROL LATEX FREE,FAR,222083.88999999998
2025-05,EQUIPO ADM SOLUC MACROG C/A T/V13 C/ROL LATEX FREE,IPR,90296.34
2025-05,EQUIPO ADM SOLUC MACROG C/A T/V13 C/ROL LATEX FREE,OES,3202640.0
2025-05,EQUIPO ADM SOLUC MACROG S/A T/V14 C/ROL LATEX FREE,DRO,10648211.280000001
2025-05,EQUIPO ADM SOLUC MACROG S/A T/V14 C/ROL LATEX FREE,FAR,1136568.19
2025-05,EQUIPO ADM SOLUC MACROG S/A T/V14 C/ROL LATEX FREE,IPR,15516920.2345
2025-05,EQUIPO ADM SOLUC MACROG S/A T/V14 C/ROL LATEX FREE,IPU,4385153.3100000005
2025-05,EQUIPO ADM SOLUC MACROG S/A T/V14 C/ROL LATEX FREE,OES,12513800.0
2025-05,EQUIPO ADM SOLUC MACROG S/A T/V14 C/ROL LATEX FREE,OSU,175347.0
2025-05,EQUIPO ADM SOLUC MICROG C/A T/V16 C/ROL LATEX FREE,FAR,8807.27
2025-05,EQUIPO ADM SOLUC MICROG C/A T/V16 C/ROL LATEX FREE,IPU,22876.0
2025-05,EQUIPO ADM SOLUC MICROG C/A T/V16 C/ROL LATEX FREE,OES,594384.0
2025-05,EQUIPO ADM SOLUC MICROG S/A T/V17 C/ROL LATEX FREE,COM,16478.51
2025-05,EQUIPO ADM SOLUC MICROG S/A T/V17 C/ROL LATEX FREE,DRO,233499.0
2025-05,EQUIPO ADM SOLUC MICROG S/A T/V17 C/ROL LATEX FREE,FAR,30493.37
2025-05,EQUIPO ADM SOLUC MICROG S/A T/V17 C/ROL LATEX FREE,IPR,1259741.98
2025-05,EQUIPO ADM SOLUC MICROG S/A T/V17 C/ROL LATEX FREE,IPU,209277.077
2025-05,EQUIPO ADMIN SOLUC MACROG FOTOSENS S/AGUJA T/V413,FAR,6326.65
2025-05,EQUIPO ADMIN SOLUC MACROG FOTOSENS S/AGUJA T/V413,IPR,158230.0
2025-05,EQUIPO ADMIN SOLUC MACROGOT C/AGUJA T/V13 C/ROLLER,FAR,124006.12
2025-05,EQUIPO ADMIN SOLUC MACROGOT C/AGUJA T/V13 C/ROLLER,IPR,224492.25
2025-05,EQUIPO ADMIN SOLUC MICRO S/AG.C/MED VOLUM T/V17P,IPU,1850520.21
2025-05,EQUIPO ADMIN SOLUC MICROG FOTOSENS C/AGUJA T/V417,FAR,0.0
2025-05,EQUIPO ADMIN SOLUC MICROG FOTOSENS C/AGUJA T/V417,OES,439607.5
2025-05,EQUIPO ADMIN SOLUC MICROGOT C/AGUJA T/V16,FAR,23907.14
2025-05,EQUIPO ADMIN SOLUC MICROGOT C/AGUJA T/V16 C/ROLLER,FAR,4744.74
2025-05,EQUIPO ADMIN SOLUC MICROGOT C/AGUJA T/V16 C/ROLLER,OES,297188.0
2025-05,EQUIPO CESAREA,FAR,22631.76
2025-05,EQUIPO CIRUGIA GRAL 2,IPU,14216528.85
2025-05,EQUIPO CIRUGIA GRAL 6,IPR,228235.3
2025-05,EQUIPO CIRUGÍA HEMODINAMIA,IPR,0.01
2025-05,EQUIPO HEMODINAMIA 1,IPR,5510870.3
2025-05,EQUIPO HEMODINAMIA 2,IPU,2152066.0
2025-05,EQUIPO IRRIGACION T/V109,IPR,4307950.2700000005
2025-05,EQUIPO IRRIGACION T/V109,OES,263023.8
2025-05,EQUIPO PARTO 3,IPU,6942150.0
2025-05,EQUIPO PARTO CESAREA 1,IPU,6640000.0
2025-05,EQUIPO TRANSF SANGRE C/A C/FILTRO T/V20 LATEX FREE,DPM,165030.0
2025-05,EQUIPO TRANSF SANGRE C/A C/FILTRO T/V20 LATEX FREE,DRO,565056.8
2025-05,EQUIPO TRANSF SANGRE C/A C/FILTRO T/V20 LATEX FREE,FAR,899.04
2025-05,EQUIPO TRANSF SANGRE C/A C/FILTRO T/V20 LATEX FREE,IPR,972373.13
2025-05,ERGONOVINA 0.2 MG X 1 ML AMP,DRO,60681.0
2025-05,ERGONOVINA 0.2 MG X 1 ML AMP,IPR,156277.0
2025-05,ERGONOVINA 0.2 MG X 1 ML AMP,IPU,258936.71
2025-05,ERITROPOYETINA 2.000 UI X 1 ML AMP,IPR,25523.2
2025-05,ERITROPOYETINA 2.000 UI X 1 ML AMP,IPU,1483909.2
2025-05,ERTAPENEM IGR IV AMP,DRO,564344.0
2025-05,ERTAPENEM IGR IV AMP,IPR,2798465.14
2025-05,ERTAPENEM IGR IV AMP,IPU,299990.0
2025-05,ESCITALOPRAM 10 MG COMP,IPR,5523.31
2025-05,ESCITALOPRAM 20 MG COMP,IPR,38858.4
2025-05,ESPATULA DE AYRE,DRO,132922.0
2025-05,ESPATULA DE AYRE,FAR,6778.34
2025-05,ESPATULA DE AYRE,IPR,310639.96
2025-05,ESPATULA DE AYRE,OES,160479.4
2025-05,ESPATULA DE AYRE,OSP,14344.0
2025-05,ESPECULO CHICO,FAR,23635.0
2025-05,ESPECULO DESC LEEP GRANDE,FAR,5831.0
2025-05,ESPECULO DESC LEEP GRANDE,IPU,34047.96
2025-05,ESPECULO DESC LEEP GRANDE  (DISC),IPU,372834.70999999996
2025-05,ESPECULO DESC LEEP MEDIANOS,FAR,39987.31
2025-05,ESPECULO DESC LEP CHICO,FAR,32148.359999999997
2025-05,ESPECULO GRANDE,DRO,3416.4
2025-05,ESPECULO GRANDE,FAR,4829.8
2025-05,ESPECULO GRANDE,IPR,12584.88
2025-05,ESPECULO GRANDE,OES,137670.0
2025-05,ESPECULO MEDIANO,DRO,47336.0
2025-05,ESPECULO MEDIANO,FAR,14973.05
2025-05,ESPECULO VAGINAL ESTERIL EXTRA CHICO VIRGINAL,FAR,2943.7199999999993
2025-05,ESPECULO VAGINAL ESTERIL ROSCA  CHICO,DPM,118228.0
2025-05,ESPECULO VAGINAL ESTERIL ROSCA  CHICO,DRO,1049868.0
2025-05,ESPECULO VAGINAL ESTERIL ROSCA  CHICO,FAR,124799.31999999999
2025-05,ESPECULO VAGINAL ESTERIL ROSCA  CHICO,IPR,4671961.13
2025-05,ESPECULO VAGINAL ESTERIL ROSCA  CHICO,OES,423360.0
2025-05,ESPECULO VAGINAL ESTERIL ROSCA  CHICO,OSP,550530.0
2025-05,ESPECULO VAGINAL ESTERIL ROSCA  MEDIANO,DRO,2425164.0
2025-05,ESPECULO VAGINAL ESTERIL ROSCA  MEDIANO,FAR,185943.91
2025-05,ESPECULO VAGINAL ESTERIL ROSCA  MEDIANO,IPR,3975395.66
