periodo;codigo_serie;perfil;cliente_id;Grupo;periodo_ponderacion;ponderador_mes;yhat_cliente;li_cliente;ls_cliente;submodelo;version_param;clasificacion_serie;nivel_agregacion;precio_base;precio_ajustado;monto_yhat;monto_li;monto_ls;months_diff
2026-01;ADECUACION DE PRECIOS A LA 1° REDET. OC N°: 2025/000115;OES;7074;HOSPITAL POSADAS;2025-01;1,0;0;0;0;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-02;ADECUACION DE PRECIOS A LA 1° REDET. OC N°: 2025/000115;OES;7074;HOSPITAL POSADAS;2025-02;1,0;0;0;0;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;0
2026-03;ADECUACION DE PRECIOS A LA 1° REDET. OC N°: 2025/000115;OES;7074;HOSPITAL POSADAS;2025-03;1,0;0;0;0;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;1
2026-04;ADECUACION DE PRECIOS A LA 1° REDET. OC N°: 2025/000115;OES;7074;HOSPITAL POSADAS;2025-04;1,0;0;0;0;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
2026-01;APOSITO ALGODON/GASA 10X20 DE 18GRS DOBLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-01;1,0;1797;0;3594;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-02;APOSITO ALGODON/GASA 10X20 DE 18GRS DOBLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-02;1,0;1814;0;3628;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-03;APOSITO ALGODON/GASA 10X20 DE 18GRS DOBLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-03;1,0;1828;0;3656;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-04;APOSITO ALGODON/GASA 10X20 DE 18GRS DOBLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-04;1,0;1840;0;3680;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-06;APOSITO ALGODON/GASA 10X20 DE 18GRS DOBLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-06;1,0;1860;0;3720;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-07;APOSITO ALGODON/GASA 10X20 DE 18GRS DOBLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-07;1,0;1867;0;3734;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-08;APOSITO ALGODON/GASA 10X20 DE 18GRS DOBLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-08;1,0;1873;0;3746;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-09;APOSITO ALGODON/GASA 10X20 DE 18GRS DOBLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-09;1,0;1879;0;3758;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-11;APOSITO ALGODON/GASA 10X20 DE 18GRS DOBLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-11;1,0;1887;0;3774;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-12;APOSITO ALGODON/GASA 10X20 DE 18GRS DOBLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-12;1,0;1890;0;3780;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-01;APOSITO ALGODON/GASA 10X20 DE 18GRS DOBLE SOB EST.;OES;7190;HOSPITAL POSADAS;2025-01;1,0;0;0;0;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-02;APOSITO ALGODON/GASA 10X20 DE 18GRS DOBLE SOB EST.;OES;7190;HOSPITAL POSADAS;2025-02;1,0;0;0;0;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;0
2026-03;APOSITO ALGODON/GASA 10X20 DE 18GRS DOBLE SOB EST.;OES;7190;HOSPITAL POSADAS;2025-03;1,0;0;0;0;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;1
2026-04;APOSITO ALGODON/GASA 10X20 DE 18GRS DOBLE SOB EST.;OES;7190;HOSPITAL POSADAS;2025-04;1,0;0;0;0;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
2026-05;APOSITO ALGODON/GASA 10X20 DE 18GRS DOBLE SOB EST.;OES;7190;HOSPITAL POSADAS;2025-05;1,0;0;0;0;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;3
2026-06;APOSITO ALGODON/GASA 10X20 DE 18GRS DOBLE SOB EST.;OES;7190;HOSPITAL POSADAS;2025-06;1,0;0;0;0;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;4
2026-01;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;DRO;12627;SIN GRUPO;2025-01;0,2;1249;0;2497;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-01;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;DRO;13175;SIN GRUPO;2025-01;0,4;2497;0;4994;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-01;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;DRO;2761;SN DROGUERIA;2025-01;0,4;2497;0;4994;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-02;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;DRO;2761;SN DROGUERIA;2025-02;0,030303;189;0;378;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;0
2026-02;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;DRO;7585;EURO PHARMA;2025-02;0,969697;6054;0;12108;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;0
2026-04;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;DRO;7499;SIN GRUPO;2025-04;1,0;6243;0;12486;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
2026-06;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;DRO;13010;EQUS;2025-06;0,333333;2081;0;4162;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;4
2026-06;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;DRO;13175;SIN GRUPO;2025-06;0,666667;4162;0;8324;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;4
2026-07;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;DRO;13010;EQUS;2025-07;1,0;6243;0;12486;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;5
2026-08;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;DRO;7499;SIN GRUPO;2025-08;1,0;6243;0;12486;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-09;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;DRO;7585;EURO PHARMA;2025-09;1,0;6243;0;12486;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-11;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;DRO;7499;SIN GRUPO;2025-11;1,0;6243;0;12486;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-12;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;DRO;7157;SIN GRUPO;2025-12;0,8;4994;0;9989;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;10
2026-12;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;DRO;8315;SIN GRUPO;2025-12;0,2;1249;0;2497;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;10
2026-01;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;12813;SIN GRUPO;2025-01;0,0625;768;0;1536;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-01;0,9375;11516;0;23032;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-02;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;10057;SIN GRUPO;2025-02;0,117647;1468;0;2936;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;10137;SIN GRUPO;2025-02;0,058824;734;0;1468;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;10919;SIN GRUPO;2025-02;0,705882;8809;0;17619;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-02;0,117647;1468;0;2936;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-03;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;12813;SIN GRUPO;2025-03;0,510638;6458;0;12915;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-03;0,489362;6188;0;12377;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-04;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;10057;SIN GRUPO;2025-04;0,066667;853;0;1705;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-04;0,933333;11935;0;23871;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-05;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;10057;SIN GRUPO;2025-05;0,021739;281;0;561;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;12813;SIN GRUPO;2025-05;0,521739;6735;0;13469;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-05;0,456522;5893;0;11786;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-06;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-06;1,0;13010;0;26020;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-07;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;12813;SIN GRUPO;2025-07;0,827586;10839;0;21678;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-07;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-07;0,103448;1355;0;2710;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-07;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;8132;SIN GRUPO;2025-07;0,068966;903;0;1806;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-08;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-08;1,0;13171;0;26342;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-09;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;10818;SIN GRUPO;2025-09;0,142857;1891;0;3781;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-09;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;12813;SIN GRUPO;2025-09;0,342857;4537;0;9075;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-09;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-09;0,514286;6806;0;13612;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-10;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;10935;SIN GRUPO;2025-10;0,561404;7459;0;14919;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-10;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-10;0,087719;1166;0;2331;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-10;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;6280;SIN GRUPO;2025-10;0,210526;2797;0;5595;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-10;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;6684;SIN GRUPO;2025-10;0,140351;1865;0;3730;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-11;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-11;0,030303;404;0;808;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-11;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;6684;SIN GRUPO;2025-11;0,969697;12929;0;25858;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-12;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;10935;SIN GRUPO;2025-12;0,754717;10091;0;20183;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-12;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;12813;SIN GRUPO;2025-12;0,015094;202;0;404;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-12;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;IPR;2355;SWISS MEDICAL GROUP;2025-12;0,230189;3078;0;6156;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-03;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;OSU;12593;IPSST ( TUCUMAN );2025-03;1,0;382;0;764;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;1
2026-05;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;OSU;12593;IPSST ( TUCUMAN );2025-05;1,0;382;0;764;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;3
2026-07;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;OSU;12593;IPSST ( TUCUMAN );2025-07;1,0;382;0;764;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;5
2026-08;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;OSU;12593;IPSST ( TUCUMAN );2025-08;1,0;382;0;764;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
2026-09;APOSITO ALGODON/GASA 10X20 SIMPLE SOB EST.;OSU;12593;IPSST ( TUCUMAN );2025-09;1,0;382;0;764;SM5_IPR_OTHERS;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;7
2026-01;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;DRO;13010;EQUS;2025-01;1,0;0;0;0;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-02;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;DRO;13010;EQUS;2025-02;1,0;0;0;0;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;0
2026-06;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;DRO;13010;EQUS;2025-06;1,0;0;0;0;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;4
2026-03;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;IPR;2355;SWISS MEDICAL GROUP;2025-03;1,0;2885;0;5770;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-04;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;IPR;2355;SWISS MEDICAL GROUP;2025-04;1,0;2885;0;5770;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-05;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;IPR;2355;SWISS MEDICAL GROUP;2025-05;1,0;2885;0;5770;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-06;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;IPR;12813;SIN GRUPO;2025-06;0,333333;962;0;1923;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-06;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;IPR;2355;SWISS MEDICAL GROUP;2025-06;0,666667;1923;0;3847;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-07;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;IPR;10813;SIN GRUPO;2025-07;0,588235;1697;0;3394;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-07;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;IPR;2355;SWISS MEDICAL GROUP;2025-07;0,352941;1018;0;2036;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-07;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;IPR;8132;SIN GRUPO;2025-07;0,058824;170;0;339;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-08;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;IPR;2355;SWISS MEDICAL GROUP;2025-08;1,0;2885;0;5770;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-09;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;IPR;2355;SWISS MEDICAL GROUP;2025-09;0,529412;1527;0;3055;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-09;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;IPR;6684;SIN GRUPO;2025-09;0,470588;1358;0;2715;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-10;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;IPR;10813;SIN GRUPO;2025-10;1,0;2885;0;5770;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-11;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;IPR;2355;SWISS MEDICAL GROUP;2025-11;1,0;2885;0;5770;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-12;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;IPR;2355;SWISS MEDICAL GROUP;2025-12;1,0;2885;0;5770;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-01;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;OSP;8353;O.S.GASTRONOMICO;2025-01;1,0;21;0;42;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-07;APOSITO ALGODON/GASA 10X20 SIMPLE SOBRE;OSP;8353;O.S.GASTRONOMICO;2025-07;1,0;21;0;42;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;5
2026-01;APOSITO ALGODON/GASA 14X22 DOBLE SOB EST (P.PARTO) (DISC);OES;7190;HOSPITAL POSADAS;2025-01;1,0;0;0;0;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-03;APOSITO ALGODON/GASA 14X22 DOBLE SOB EST (P.PARTO) (DISC);OES;7190;HOSPITAL POSADAS;2025-03;1,0;0;0;0;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;1
2026-04;APOSITO ALGODON/GASA 14X22 DOBLE SOB EST (P.PARTO) (DISC);OES;7190;HOSPITAL POSADAS;2025-04;1,0;0;0;0;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;2
2026-05;APOSITO ALGODON/GASA 14X22 DOBLE SOB EST (P.PARTO) (DISC);OES;7190;HOSPITAL POSADAS;2025-05;1,0;0;0;0;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;3
2026-06;APOSITO ALGODON/GASA 14X22 DOBLE SOB EST (P.PARTO) (DISC);OES;7190;HOSPITAL POSADAS;2025-06;1,0;0;0;0;SM1_IPU_OES;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;4
2026-01;APOSITO ALGODON/GASA 15X20 SIMPLE SOB EST.;DRO;13010;EQUS;2025-01;0,875;656;0;1312;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-01;APOSITO ALGODON/GASA 15X20 SIMPLE SOB EST.;DRO;7585;EURO PHARMA;2025-01;0,125;94;0;188;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;-1
2026-05;APOSITO ALGODON/GASA 15X20 SIMPLE SOB EST.;DRO;7157;SIN GRUPO;2025-05;0,8;600;0;1200;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;3
2026-05;APOSITO ALGODON/GASA 15X20 SIMPLE SOB EST.;DRO;7961;SIN GRUPO;2025-05;0,2;150;0;300;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;3
2026-06;APOSITO ALGODON/GASA 15X20 SIMPLE SOB EST.;DRO;13010;EQUS;2025-06;0,5;375;0;750;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;4
2026-06;APOSITO ALGODON/GASA 15X20 SIMPLE SOB EST.;DRO;7157;SIN GRUPO;2025-06;0,125;94;0;188;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;4
2026-06;APOSITO ALGODON/GASA 15X20 SIMPLE SOB EST.;DRO;7585;EURO PHARMA;2025-06;0,375;281;0;562;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;4
2026-07;APOSITO ALGODON/GASA 15X20 SIMPLE SOB EST.;DRO;7157;SIN GRUPO;2025-07;1,0;750;0;1500;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;5
2026-11;APOSITO ALGODON/GASA 15X20 SIMPLE SOB EST.;DRO;7157;SIN GRUPO;2025-11;1,0;750;0;1500;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;9
2026-12;APOSITO ALGODON/GASA 15X20 SIMPLE SOB EST.;DRO;7157;SIN GRUPO;2025-12;1,0;750;0;1500;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;10
2026-02;APOSITO ALGODON/GASA 15X20 SIMPLE SOB EST.;IPR;6723;SIN GRUPO;2025-02;1,0;670;0;1340;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;0
2026-06;APOSITO ALGODON/GASA 15X20 SIMPLE SOB EST.;IPR;13058;SIN GRUPO;2025-06;1,0;670;0;1340;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;4
2026-08;APOSITO ALGODON/GASA 15X20 SIMPLE SOB EST.;IPR;10919;SIN GRUPO;2025-08;0,875;586;0;1172;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);INTERMITENTE;FAMILIA;;;;;;6
