periodo;codigo_serie;perfil;cliente_id;Grupo;periodo_ponderacion;ponderador_mes;yhat_cliente;li_cliente;ls_cliente;submodelo;version_param;clasificacion_serie;nivel_agregacion;precio_base;precio_ajustado;monto_yhat;monto_li;monto_ls;months_diff
2026-06;GUANTES CIRUGIA ESTERIL N°8 PL;DRO;8556;SIN GRUPO;2025-06;0,166667;676;0;1352;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-07;GUANTES CIRUGIA ESTERIL N°8 PL;DRO;12619;SIN GRUPO;2025-07;0,995025;4012;0;8024;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-07;GUANTES CIRUGIA ESTERIL N°8 PL;DRO;13871;FERAVAL;2025-07;0,004975;20;0;40;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;5
2026-08;GUANTES CIRUGIA ESTERIL N°8 PL;DRO;12627;SIN GRUPO;2025-08;1,0;4012;0;8024;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;6
2026-09;GUANTES CIRUGIA ESTERIL N°8 PL;DRO;115775;SIN GRUPO;2025-09;0,090909;363;0;726;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-09;GUANTES CIRUGIA ESTERIL N°8 PL;DRO;8315;SIN GRUPO;2025-09;0,909091;3631;0;7262;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;7
2026-10;GUANTES CIRUGIA ESTERIL N°8 PL;DRO;12619;SIN GRUPO;2025-10;0,935673;3724;0;7448;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-10;GUANTES CIRUGIA ESTERIL N°8 PL;DRO;13166;SIN GRUPO;2025-10;0,017544;70;0;140;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-10;GUANTES CIRUGIA ESTERIL N°8 PL;DRO;8315;SIN GRUPO;2025-10;0,046784;186;0;372;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;8
2026-11;GUANTES CIRUGIA ESTERIL N°8 PL;DRO;7917;SIN GRUPO;2025-11;1,0;3967;0;7934;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;9
2026-12;GUANTES CIRUGIA ESTERIL N°8 PL;DRO;115775;SIN GRUPO;2025-12;1,0;3956;0;7912;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;10
2026-01;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;10260;SIN GRUPO;2025-01;0,039857;247;0;494;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;10535;SIN GRUPO;2025-01;0,269031;1668;0;3336;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;12813;SIN GRUPO;2025-01;0,049821;309;0;618;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;12877;SIN GRUPO;2025-01;0,059785;371;0;741;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;2355;SWISS MEDICAL GROUP;2025-01;0,003587;22;0;44;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;31359;OSPLAD TE;2025-01;0,029892;185;0;371;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6275;SIN GRUPO;2025-01;0,079713;494;0;988;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6684;SIN GRUPO;2025-01;0,11957;741;0;1483;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6711;SIN GRUPO;2025-01;0,079713;494;0;988;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6846;SIN GRUPO;2025-01;0,039857;247;0;494;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6852;SIN GRUPO;2025-01;0,039857;247;0;494;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6891;SIN GRUPO;2025-01;0,019928;124;0;247;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6901;GALENOR;2025-01;0,039857;247;0;494;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6902;GALENOR;2025-01;0,039857;247;0;494;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6904;GALENOR;2025-01;0,039857;247;0;494;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;7009;SIN GRUPO;2025-01;0,029892;185;0;371;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-01;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;8050;HOSPITALARIOS FECLIBA;2025-01;0,019928;124;0;247;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;-1
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;10535;SIN GRUPO;2025-02;0,074807;464;0;928;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;12622;SIN GRUPO;2025-02;0,008312;52;0;103;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;13305;SIN GRUPO;2025-02;0,002078;13;0;26;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;13840;OSPLAD TE;2025-02;0,024936;155;0;309;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;2355;SWISS MEDICAL GROUP;2025-02;0,004655;29;0;58;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6684;SIN GRUPO;2025-02;0,041559;258;0;515;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6712;SIN GRUPO;2025-02;0,083119;515;0;1031;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6828;SANTA CATALINA;2025-02;0,099742;618;0;1237;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6846;SIN GRUPO;2025-02;0,016624;103;0;206;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6852;SIN GRUPO;2025-02;0,22442;1391;0;2783;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6901;GALENOR;2025-02;0,016624;103;0;206;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6902;GALENOR;2025-02;0,016624;103;0;206;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6904;GALENOR;2025-02;0,024936;155;0;309;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;7053;SIN GRUPO;2025-02;0,024936;155;0;309;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;7055;SIN GRUPO;2025-02;0,008312;52;0;103;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;7391;SIN GRUPO;2025-02;0,012468;77;0;155;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;7739;OBSBA;2025-02;0,041559;258;0;515;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;7869;SIN GRUPO;2025-02;0,124678;773;0;1546;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;8050;HOSPITALARIOS FECLIBA;2025-02;0,008312;52;0;103;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;8191;SIN GRUPO;2025-02;0,008312;52;0;103;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;8341;MAPACI;2025-02;0,083119;515;0;1031;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-02;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;8870;SIN GRUPO;2025-02;0,049871;309;0;618;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;0
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;10731;SIN GRUPO;2025-03;0,169895;1053;0;2107;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;10921;SIN GRUPO;2025-03;0,067958;421;0;843;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;12622;SIN GRUPO;2025-03;0,016989;105;0;211;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;13506;SIN GRUPO;2025-03;0,084947;527;0;1053;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;13840;OSPLAD TE;2025-03;0,033979;211;0;421;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;2355;SWISS MEDICAL GROUP;2025-03;0,132858;824;0;1647;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6275;SIN GRUPO;2025-03;0,067958;421;0;843;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6684;SIN GRUPO;2025-03;0,067958;421;0;843;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6810;SIN GRUPO;2025-03;0,067958;421;0;843;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6820;SANTA CATALINA;2025-03;0,008495;53;0;105;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6846;SIN GRUPO;2025-03;0,033979;211;0;421;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6901;GALENOR;2025-03;0,016989;105;0;211;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6902;GALENOR;2025-03;0,016989;105;0;211;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6904;GALENOR;2025-03;0,050968;316;0;632;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;7053;SIN GRUPO;2025-03;0,050968;316;0;632;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;7055;SIN GRUPO;2025-03;0,025484;158;0;316;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;7739;OBSBA;2025-03;0,084947;527;0;1053;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-03;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;8074;SIN GRUPO;2025-03;0,00068;4;0;8;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;1
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;10427;SIN GRUPO;2025-04;0,011914;74;0;148;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;10813;SIN GRUPO;2025-04;0,071486;443;0;886;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;12813;SIN GRUPO;2025-04;0,047658;295;0;591;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;2355;SWISS MEDICAL GROUP;2025-04;0,004766;30;0;59;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;2584;FLENI;2025-04;0,009532;59;0;118;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;2955;SAN CAMILO;2025-04;0,142973;886;0;1773;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6181;SIN GRUPO;2025-04;0,142973;886;0;1773;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6275;SIN GRUPO;2025-04;0,004766;30;0;59;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6359;SIN GRUPO;2025-04;0,01668;103;0;207;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6668;MODELO DE QUILMES;2025-04;0,014297;89;0;177;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6723;SIN GRUPO;2025-04;0,023829;148;0;295;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6743;CEMIC;2025-04;0,071486;443;0;886;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6820;SANTA CATALINA;2025-04;0,004766;30;0;59;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6830;SIN GRUPO;2025-04;0,038126;236;0;473;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6846;SIN GRUPO;2025-04;0,004766;30;0;59;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6852;SIN GRUPO;2025-04;0,104847;650;0;1300;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6891;SIN GRUPO;2025-04;0,007149;44;0;89;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6892;SIN GRUPO;2025-04;0,007149;44;0;89;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;7298;SIN GRUPO;2025-04;0,111185;689;0;1379;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;7739;OBSBA;2025-04;0,142973;886;0;1773;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;8050;HOSPITALARIOS FECLIBA;2025-04;0,007149;44;0;89;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-04;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;8074;SIN GRUPO;2025-04;0,009532;59;0;118;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;2
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;10765;SIN GRUPO;2025-05;0,026567;165;0;329;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;12622;SIN GRUPO;2025-05;0,017712;110;0;220;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;12813;SIN GRUPO;2025-05;0,10627;659;0;1318;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;13840;OSPLAD TE;2025-05;0,044279;275;0;549;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;2355;SWISS MEDICAL GROUP;2025-05;0,014878;92;0;184;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;4942;ITALIANO LA PLATA;2025-05;0,177117;1098;0;2196;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6181;SIN GRUPO;2025-05;0,002657;16;0;33;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6275;SIN GRUPO;2025-05;0,008856;55;0;110;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6359;SIN GRUPO;2025-05;0,026567;165;0;329;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6364;SIN GRUPO;2025-05;0,017712;110;0;220;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6723;SIN GRUPO;2025-05;0,044279;275;0;549;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6902;GALENOR;2025-05;0,008856;55;0;110;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;7053;SIN GRUPO;2025-05;0,053135;329;0;659;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;7237;SIN GRUPO;2025-05;0,02214;137;0;275;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;7298;SIN GRUPO;2025-05;0,206695;1282;0;2563;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;7789;ASOCIACION ESPAÑOLA;2025-05;0,132837;824;0;1647;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;8050;HOSPITALARIOS FECLIBA;2025-05;0,004428;27;0;55;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;8066;SIN GRUPO;2025-05;0,000886;5;0;11;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;8082;SIN GRUPO;2025-05;0,044279;275;0;549;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-05;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;8870;SIN GRUPO;2025-05;0,039851;247;0;494;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;3
2026-06;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;10056;SIN GRUPO;2025-06;0,255205;1582;0;3165;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-06;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;10813;SIN GRUPO;2025-06;0,268637;1666;0;3331;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-06;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;2355;SWISS MEDICAL GROUP;2025-06;0,028878;179;0;358;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-06;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;2584;FLENI;2025-06;0,053727;333;0;666;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-06;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6181;SIN GRUPO;2025-06;0,00403;25;0;50;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
2026-06;GUANTES CIRUGIA ESTERIL N°8 PL;IPR;6359;SIN GRUPO;2025-06;0,03358;208;0;416;SM4_DRO_DPM;v4.4.0 (WMA+MeanReversion+BandCap);NORMAL;FAMILIA;;;;;;4
