codigo_serie;nivel_agregacion;perfil;Neg;Subneg;Familia;submodelo;clasificacion_serie;motivo;pos_12;zero_12;pos_rate_12;racha_zeros_final;periodo_eval_ini;periodo_eval_fin;periodo_panel_max
ARIPIPRAZOL 5 MG COMP;FAMILIA;IPU;6;4;ARIPIPRAZOL 5 MG COMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
ARNES MASCARA CPAP NEONAT L;FAMILIA;DRO;4;1;ARNES MASCARA CPAP NEONAT L;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
ARNES MASCARA CPAP NEONAT M;FAMILIA;DRO;4;1;ARNES MASCARA CPAP NEONAT M;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
ARNES MASCARA CPAP NEONAT S;FAMILIA;DRO;4;1;ARNES MASCARA CPAP NEONAT S;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
ARNES MASCARA CPAP NEONAT XS;FAMILIA;DRO;4;1;ARNES MASCARA CPAP NEONAT XS;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
ARNES MASCARA CPAP NEONAT XS;FAMILIA;IPU;4;1;ARNES MASCARA CPAP NEONAT XS;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
ARNES MASCARA CPAP NEONAT XXS;FAMILIA;DRO;4;1;ARNES MASCARA CPAP NEONAT XXS;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
ASP CONTRATO SILVER;FAMILIA;IPR;4;1;ASP CONTRATO SILVER;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;16;2025-01;2025-12;2025-12
ASPIRADOR CILINDRICO 700ML;FAMILIA;DRO;4;1;ASPIRADOR CILINDRICO 700ML;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;3;2025-01;2025-12;2025-12
ASPIRINA 500 MG COMP;FAMILIA;IPU;6;4;ASPIRINA 500 MG COMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
ASPIROFUSOR CILINDRICO HEMOSUCTOR 500ML;FAMILIA;DRO;4;1;ASPIROFUSOR CILINDRICO HEMOSUCTOR 500ML;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
ASPIROFUSOR CILINDRICO HEMOSUCTOR 500ML;FAMILIA;IPR;4;1;ASPIROFUSOR CILINDRICO HEMOSUCTOR 500ML;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
ATENOLOL 100 MG COMP;FAMILIA;IPU;6;4;ATENOLOL 100 MG COMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
ATENOLOL 25 MG COMP;FAMILIA;DRO;6;4;ATENOLOL 25 MG COMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
ATENOLOL 25 MG COMP;FAMILIA;IPR;6;4;ATENOLOL 25 MG COMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
ATENOLOL 25 MG COMP;FAMILIA;IPU;6;4;ATENOLOL 25 MG COMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
ATENOLOL 50 MG COMP;FAMILIA;IPR;6;4;ATENOLOL 50 MG COMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
ATORVASTATINA 10 MG COMP;FAMILIA;OES;6;4;ATORVASTATINA 10 MG COMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
ATORVASTATINA 40 MG COMP;FAMILIA;IPU;6;4;ATORVASTATINA 40 MG COMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
ATOSIBAN 7.5 MG X 1 ML F.A IV (37.5MG/5ML);FAMILIA;DRO;6;1;ATOSIBAN 7.5 MG X 1 ML F.A IV (37.5MG/5ML);SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;16;2025-01;2025-12;2025-12
ATOSIBAN 7.5 MG X 1 ML F.A IV (37.5MG/5ML);FAMILIA;IPR;6;1;ATOSIBAN 7.5 MG X 1 ML F.A IV (37.5MG/5ML);SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
ATOSIBAN 7.5 MG X 1 ML F.A IV (37.5MG/5ML);FAMILIA;OES;6;1;ATOSIBAN 7.5 MG X 1 ML F.A IV (37.5MG/5ML);SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
ATRACURIO 50 MG X 5 ML AMP;FAMILIA;COM;6;10;ATRACURIO 50 MG X 5 ML AMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
ATRACURIO 50 MG X 5 ML AMP;FAMILIA;OSU;6;10;ATRACURIO 50 MG X 5 ML AMP;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
